,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
2118,East Side Daze,2.8,35,5.9,['Sport'],90.0,1,,,California,Mammoth Lakes Area,1,3,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",,2.785968156792721,2,6.0,18,0.11111111111111116,,1,
2119,Seventh Hour,1.2,30,5.11a,['Sport'],35.0,1,,,Nevada,Parking Lot Area,1,2,"['5.12c', '5.11c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,1.235317859501225,4,11.0,15,1.8666666666666663,,1,
2125,Izz the Whizz,2.0,2,5.10b,['Sport'],40.0,1,,,California,T J Lake,0,0,"['5.8', '5.9']",,2.0982845481793237,2,8.0,2,0.0,,1,
2126,Reverse Osmosis,2.7,7,5.8,['Sport'],70.0,1,,,Nevada,03-First Pullou…,1,2,"['5.9', '5.3', '5.7', '5.5', '5.6', '5.8', '5.7+', '5.8', '5.6', '5.7', '5.7', '5.9']",,2.649356705567247,2,5.0,12,0.33333333333333326,,1,
2127,Dude Looks Like a Lady,2.5,2,5.11a,['Sport'],80.0,1,PG13,,California,Medlicott Dome,1,0,"['5.11c', '5.11b', '5.10b', '5.9', '5.9', '5.11c', '5.11a', '5.11a', '5.9', '5.11d', '5.13c', '5.10a', '5.12c', '5.11a', '5.10a/b', '5.8', '5.11b/c', '5.12a', '5.11a', '5.10c', '5.10c']",,2.431617881512657,4,11.0,21,0.1428571428571428,1.0,1,
2135,Altoids,2.0,1,5.8,['Sport'],60.0,1,,,California,Alpers Canyon,1,0,"['5.10a', '5.10a', '5.7']",,2.1474268222689856,2,5.0,3,0.0,,1,
2138,Unknown Pile,1.9,8,5.11a,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,0,2,"['5.12b', '5.11c', '5.10c', '5.11b/c', '5.11c', '5.12a', '5.11d', '5.11b/c', '5.12a/b', '5.9+', '5.11d']",,1.9438726271708855,4,11.0,11,0.6363636363636367,,1,
2148,Roller Coaster,1.9,42,5.7,['Sport'],35.0,1,,,Nevada,03-First Pullou…,0,0,"['5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7']",,1.9091826428962317,2,4.0,8,0.0,,1,
2149,Unknown (4th),1.8,8,5.8,['Sport'],30.0,1,,,California,Clark Canyon,1,0,"['5.10b', '5.8']",,1.8549837382819967,2,5.0,2,0.0,,1,
2153,Jungle Arms,2.0,11,5.10b,['Sport'],50.0,1,,,California,k. Cascade Area,1,2,"['5.11a', '5.10c', '5.12b', '5.10c', '5.10d', '5.10-', '5.9', '5.8', '5.11c']",,2.024571137044831,2,8.0,9,1.3333333333333335,,1,
2167,Cactus Hugger,2.3,13,5.10c/d,['Sport'],70.0,1,,,Nevada,03-First Pullou…,0,0,"['5.9', '5.11a', '5.11c', '5.10a', '5.11d', '5.5', '5.12a', '5.8', '5.10b', '5.10d', '5.10c/d', '5.11']",,2.299632403181284,3,9.0,12,0.3333333333333335,,1,
2178,Flowstone,3.0,1,5.12d,['Sport'],40.0,1,,,California,Mammoth Lakes Area,0,0,"['5.11b', '5.12c']",,2.6474268222689856,7,15.0,2,1.5,,1,
2179,Daily Grind,2.2,14,5.10c,['Sport'],80.0,1,,,California,Inner Gorge,0,2,"['5.10b', '5.11d', '5.12b', '5.10b', '5.12a', '5.8', '5.11c', '5.10d', '5.12b', '5.12b', '5.12d', '5.12c', '5.11b', '5.11b', '5.12a', '5.11c', '5.9', '5.10b/c', '5.11d']",,2.2063235763025317,3,9.0,19,1.473684210526316,,1,
2182,This is Sparta,2.0,205,5.9,['Sport'],60.0,1,,,Nevada,03-First Pullou…,2,2,"['5.8', '5.10b', '5.10d', '5.6', '5.11a', '5.10b', '5.8-', '5.6', '5.9+', '5.7', '5.7', '5.9+', '5.10a', '5.8', '5.7', '5.4', '5.7', '5.9+']",,2.0014313283715435,2,6.0,18,0.0,,1,
2183,Green Eagle,3.0,3,5.12a,['Sport'],35.0,1,,,Nevada,03-First Pullou…,0,0,"['5.12d', '5.11c', '5.11d', '5.12a', '5.11c', '5.10+', '5.10', '5.11a']",,2.823713411134493,6,15.0,8,1.25,,1,
2188,Mother's Milk,2.7,3,5.11a,['Sport'],115.0,1,,,California,Rock Creek,0,0,"['5.10b', '5.9', '5.8', '5.11a', '5.10a', '5.10b', '5.9', '5.11b', '5.10c']",,2.598713411134493,4,11.0,9,1.4444444444444446,,1,
2190,Borrowing From Tradition,3.5,93,5.10b,['Sport'],90.0,1,,,California,Area 13,2,2,"['5.9', '5.7', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",,3.4871792940908297,2,8.0,16,0.0625,,1,
2192,Cactus Pete,2.7,27,5.10a,['Sport'],70.0,1,,,Nevada,03-First Pullou…,1,1,"['5.9', '5.10c/d', '5.11a', '5.11c', '5.11d', '5.5', '5.12a', '5.8', '5.10b', '5.10d', '5.10c/d', '5.11']",,2.6855304873049275,2,7.0,12,1.4166666666666665,,1,
2193,Nickel Bag,2.5,39,5.11d,['Sport'],60.0,1,,,California,p. Reed's Pinna…,0,2,"['5.10c', '5.10a', '5.12a', '5.10a', '5.10b', '5.10d', '5.9+', '5.8+', '5.7', '5.8', '5.10c', '5.10b', '5.8', '5.11d', '5.8', '5.12a', '5.10d', '5.11a']",,2.4948713411134493,5,14.0,18,2.0555555555555554,,1,
2195,Down Time,1.3,3,5.8+,['Sport'],80.0,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,1.548713411134493,2,5.0,25,0.08000000000000007,,1,
2196,Supersizer,4.0,1,5.12b,['Sport'],115.0,1,,,California,Bear Crag,0,1,"['5.11d', '5.12a', '5.11c', '5.11c', '5.11b', '5.11a', '5.10d', '5.12b', '5.12a']",,3.1474268222689856,6,16.0,9,1.1111111111111107,,1,
2197,Barracuda,2.4,35,5.11c,['Sport'],40.0,1,,,California,Inner Gorge,1,3,"['5.11c', '5.13b', '5.12a', '5.12a', '5.12d', '5.13b', '5.13d', '5.13', '5.11c', '5.11b', '5.11a', '5.12', '5.11b/c', '5.12b', '5.11a']",,2.397079267903832,5,13.0,15,0.666666666666667,,1,
2198,El Toro,1.9,11,5.11d,['Sport'],40.0,1,,,California,Main Island,0,1,"['5.10a', '5.8', '5.10a', '5.10b', '5.10b', '5.10b', '5.7', '5.10a', '5.9', '5.10c', '5.10b', '5.9', '5.11a', '5.10c/d', '5.9']",,1.9329044703781642,5,14.0,15,2.7333333333333334,,1,
2202,Spudley Do-Right,1.8,6,5.8,['Sport'],30.0,1,,,California,Potato Patch,0,0,"['5.10d', '5.10a', '5.9']",,1.8706933777911385,2,5.0,3,0.3333333333333335,,1,
2208,Shadow Warriors,3.8,6,5.12c,['Sport'],80.0,1,,,California,Whizz Domes,0,0,"['5.11b', '5.12b', '5.12a']",,3.5849790920768525,7,17.0,3,1.666666666666667,,1,
2212,Cheetos and Everclear,2.8,31,5.10a,['Sport'],180.0,1,,,California,Tuolumne Meadows,2,2,"['5.11a', '5.8', '5.8', '5.7', '5.8', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.7842141763918113,2,7.0,22,0.09090909090909083,,1,
2213,Funky Fresh,0.0,1,5.8,['Sport'],50.0,1,,,California,Rattlesnake Was…,2,6,"['5.10-', '5.9', '5.9', '5.8', '5.8', '5.10a/b', '5.10a', '5.8']",,1.1474268222689858,2,5.0,8,0.0,,1,
2227,Quiet on the Set,2.0,3,5.10c,['Sport'],50.0,1,,,Nevada,03-First Pullou…,4,0,"['5.11d', '5.12b', '5.11b', '5.11d']",,2.073713411134493,3,9.0,4,2.0,,1,
2230,The Right Road Lost,2.6,98,5.10a,['Sport'],50.0,1,,,Nevada,03-First Pullou…,4,4,"['5.6', '5.10b', '5.10', '5.12a', '5.10b', '5.10a', '5.10a', '5.9', '5.10c']",,2.596917713581192,2,7.0,9,0.5555555555555554,,1,
2236,Money,2.7,56,5.10c,['Sport'],30.0,1,,,Nevada,03-First Pullou…,3,5,"['5.3', '5.11c/d', '5.7', '5.11d', '5.12a', '5.11d', '5.8', '5.12b/c', '5.8', '5.11c/d', '5.10d']",,2.6928921692024206,3,9.0,11,0.8181818181818183,,1,
2239,Cameo Appearance,2.8,6,5.11d,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,0,"['5.12b', '5.11b', '5.10c', '5.11d']",,2.7278362349339957,5,14.0,4,0.5,,1,
2261,Foreman Ferris,2.8,28,5.11b/c,['Sport'],80.0,1,,,Nevada,05-Sandstone Qu…,6,7,"['5.9', '5.9', '5.10b/c', '5.8', '5.10c', '5.10a']",,2.782581160156482,4,12.0,6,1.8333333333333335,,1,
2262,Tea Cups,1.9,42,5.7,['Sport'],35.0,1,,,Nevada,03-First Pullou…,0,1,"['5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7']",,1.9091826428962317,2,4.0,8,0.0,,1,
2272,European Vacation,3.0,2,5.13b,['Sport'],60.0,2,,,California,Tuolumne Meadows,1,2,"['5.9', '5.9', '5.12c', '5.12a', '5.7', '5.13-', '5.10a', '5.7', '5.7']",,2.7649512148459907,8,19.0,9,4.333333333333334,,1,
2275,Now and Zen,2.3,47,5.8,['Sport'],90.0,1,,,California,Area 13,1,2,"['5.9', '5.7', '5.10b', '5.11a', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",,2.299892784261208,2,5.0,16,0.0625,,1,
2294,Wiggly,2.5,11,5.11a,['Sport'],200.0,1,,,California,Inner Gorge,1,3,['5.11d'],,2.482904470378164,4,11.0,1,1.0,,1,
2296,Upper Right Exit,2.5,2,5.7,['Sport'],60.0,1,,,California,Rush,1,0,"['5.10c/d', '5.9+', '5.10a', '5.2', '5.4', '5.8+', '5.10a', '5.3', '5.3', '5.10b', '5.3', '5.8', '5.4', '5.9', '5.6', '5.6', '5.7', '5.11a', '5.5', '5.8', '5.7', '5.9']",,2.431617881512657,2,4.0,22,0.2727272727272727,,1,
2304,Force Majeure,2.5,2,5.10c,['Sport'],230.0,2,,,California,Crestview Rock,2,0,"['5.11c', '5.8+', '5.11b/c', '5.10c', '5.7', '5.10a', '5.11']",,2.431617881512657,3,9.0,7,0.2857142857142856,,1,
2308,40oz To Freedom,3.1,22,5.10b,['Sport'],100.0,1,,,California,4:20 Wall,2,3,"['5.11-', '5.11-', '5.10-', '5.11-', '5.10+', '5.10-', '5.11', '5.11', '5.9', '3rd', '5.10+']",,3.0649936367190422,2,8.0,11,1.1818181818181817,,1,
2310,Grab a Handful,2.1,24,5.9,['Sport'],50.0,1,,,California,Rock Creek,2,0,"['5.11b', '5.12a', '5.10d', '5.9', '5.12a', '5.10a', '5.10+', '5.10b', '5.11d', '5.9', '5.11b', '5.10b', '5.11a', '5.12c', '5.11a', '5.8', '5.12b', '5.10c', '5.12b', '5.9', '5.11d', '5.8', '5.10b', '5.11a', '5.10a', '5.10d', '5.10d', '5.10c', '5.10b', '5.10+']",,2.107794145781519,2,6.0,30,1.4666666666666668,,1,
2311,Exappeal,1.6,9,5.10b,['Sport'],60.0,1,,,California,Bear Crag,1,2,"['5.10c', '5.11a']",,1.6694853644537972,2,8.0,2,1.5,,1,
2333,Yearnin' and Learnin',2.0,1,5.11a,['Sport'],45.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.10d', '5.11b', '5.10+', '5.12a', '5.10a', '5.7', '5.11b', '5.11a']",,2.1474268222689856,4,11.0,8,0.5,,1,
2335,Over my Depth,1.8,17,5.9,['Sport'],45.0,1,,,Nevada,03-First Pullou…,0,0,"['5.6', '5.11a/b', '5.10b']",,1.8274918691409985,2,6.0,3,0.3333333333333335,,1,
2341,After Dark,1.3,3,5.11a,['Sport'],60.0,1,,,California,Casa Diablo Mou…,0,0,"['5.9', '5.9', '5.10b', '5.10b', '5.9', '5.10a']",,1.548713411134493,4,11.0,6,2.0,,1,
2347,Unknown G,3.0,1,5.8+,['Sport'],70.0,1,,VI,California,Casa Diablo Mou…,2,1,"['5.10c', '5.11a', '5.9+', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.7', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",,2.6474268222689856,2,5.0,18,0.3333333333333335,,6,
2361,Serious Libation,1.6,10,5.8,['Sport'],40.0,1,,,Nevada,03-First Pullou…,0,0,"['5.3', '5.11c/d', '5.7', '5.11d', '5.12a', '5.10c', '5.11d', '5.12b/c', '5.8', '5.11c/d', '5.10d']",,1.6631685131398157,2,5.0,11,1.9090909090909092,,1,
2368,Hot Flash,2.0,44,5.10a,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,1,"['5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.0065523032119548,2,7.0,23,1.0434782608695654,,1,
2395,Switch Hitter,3.4,36,5.10d,['Sport'],120.0,1,,,California,Rock Creek,0,2,"['5.11b', '5.9', '5.12a', '5.9', '5.12a', '5.10a', '5.10+', '5.10b', '5.11d', '5.9', '5.11b', '5.10b', '5.11a', '5.12c', '5.11a', '5.8', '5.12b', '5.10c', '5.12b', '5.9', '5.11d', '5.8', '5.10b', '5.11a', '5.10a', '5.10d', '5.10d', '5.10c', '5.10b', '5.10+']",,3.370131179582107,3,10.0,30,0.4333333333333331,,1,
2396,Furious Fingers,2.6,7,5.10a,['Sport'],40.0,1,,,California,Sherwin Plateau,0,3,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,2.5618567055672465,2,7.0,25,0.08000000000000007,,1,
2397,Loud and Obnoxious,2.6,20,5.10a,['Sport'],500.0,3,,,California,Tuolumne Meadows,1,2,"['5.11a', '5.8', '5.8', '5.7', '5.8', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.585469221168475,2,7.0,22,0.09090909090909083,,1,
2401,Fat Bastard,2.6,9,5.11a,['Sport'],50.0,1,,,California,Casa Diablo Mou…,3,8,"['5.10c', '5.9+', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.7', '5.8+', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",,2.5694853644537976,4,11.0,18,1.7777777777777777,,1,
2402,Thy Spirit of a Father Lost,2.7,92,5.10a,['Sport'],85.0,1,,,Nevada,03-First Pullou…,5,3,"['5.7+', '5.5', '5.8', '5.7', '5.5', '5.8-', '5.8+', '5.5', '5.8', '5.4', '5.8', '5.6', '5.9', '5.6', '5.7', '5.7', '5.8', '5.7', '5.6', '5.8']",,2.6956435875756775,2,7.0,20,0.3500000000000001,,1,
2411,Too Many Princesses,1.9,35,5.7,['Sport'],70.0,1,,,California,Area 13,1,5,"['5.9', '5.10b', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",,1.9109681567927213,2,4.0,16,0.0625,,1,
2421,Basement,3.0,109,5.11c,['Sport'],60.0,1,,,Nevada,Parking Lot Area,7,2,"['5.11a', '5.12c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,2.993589578586709,5,13.0,15,0.7999999999999998,,1,
2423,Nasty Habits,2.3,3,5.11a,['Sport'],60.0,1,,,California,Alpers Canyon,0,1,"['5.9+', '5.8']",,2.298713411134493,4,11.0,2,2.0,,1,
2432,Snack Crack,2.6,18,5.11c/d,['Sport'],45.0,1,,,Nevada,03-First Pullou…,1,1,"['5.3', '5.7', '5.11d', '5.12a', '5.10c', '5.11d', '5.8', '5.12b/c', '5.8', '5.11c/d', '5.10d']",,2.5839396655019984,5,13.0,11,1.3636363636363638,,1,
2433,Little Walt,1.0,2,5.11a,['Sport'],65.0,1,,,California,Bear Crag,1,0,"['5.10c', '5.10b']",,1.4316178815126572,4,11.0,2,1.5,,1,
2436,Kung Fu (Ain’t Shit),3.0,2,5.12-,['Sport'],85.0,1,,,California,Rock Creek,1,0,"['5.12', '5.10+', '5.10+', '5.10-', '5.11-', '5.10-', '5.9', '5.10+', '5.10+', '5.12-']",,2.7649512148459907,6,15.0,10,2.5,,1,
2437,Pulp What?,2.5,2,5.12a,['Sport'],100.0,1,,,California,s. Pulpit Rock,1,0,"['5.11b', '5.11a', '5.12a/b', '5.10d', '5.11b', '5.12a/b', '5.12a', '5.10b', '5.11a', '5.10c']",,2.431617881512657,6,15.0,10,1.7999999999999998,,1,
2439,Sherbert,1.7,3,5.6,['Sport'],50.0,1,,,California,Leisure World,1,0,"['5.8+', '5.8', '5.10a', '5.7', '5.6', '5.8']",,1.8487134111344927,1,3.0,6,0.8333333333333333,,1,
2443,Silver Fern,3.0,2,5.8,['Sport'],60.0,1,,,California,Silver Lake,1,1,"['4th', '5.7', '5.6', '5.6', '5.4', '5.8', '5.8']",,2.7649512148459907,2,5.0,7,0.5714285714285714,,1,
2452,Never Kiss a Cactus,2.3,28,5.8,['Sport'],70.0,1,,,Nevada,03-First Pullou…,3,0,"['5.9', '5.10c/d', '5.11a', '5.11c', '5.10a', '5.11d', '5.5', '5.12a', '5.10b', '5.10d', '5.10c/d', '5.11']",,2.2998225394668266,2,5.0,12,1.4166666666666665,,1,
2458,Backscratcher,3.0,40,5.7,['Sport'],115.0,1,,,California,Area 13,1,4,"['5.7', '5.9', '5.8', '5.10a']",,2.982801308403365,2,4.0,4,0.0,,1,
2462,Chocolate Santa,3.0,7,5.10c,['Sport'],120.0,1,,,California,Rock Creek,1,0,"['5.10', '5.10b/c', '5.10d', '5.11', '5.10b', '5.11a', '5.11a', '5.10d', '5.11a', '5.9', '5.10c', '5.11', '5.11b', '5.10a/b', '5.10-', '5.10d']",,2.9118567055672466,3,9.0,16,0.1875,,1,
2469,CF Left Ledge,2.0,1,5.4,['Sport'],65.0,1,,,California,Rush,1,0,"['5.10c/d', '5.9+', '5.7', '5.10a', '5.2', '5.8+', '5.10a', '5.3', '5.3', '5.10b', '5.3', '5.8', '5.4', '5.9', '5.6', '5.6', '5.7', '5.11a', '5.5', '5.8', '5.7', '5.9']",,2.1474268222689856,1,1.0,22,0.7727272727272727,,1,
2483,Unknown 5.5,2.0,2,5.5,['Sport'],60.0,1,R,,Nevada,10-Pine Creek C…,0,0,"['5.11a', '5.10+', '5.9', '5.10b', '5.10c', '5.9', '5.9']",,2.0982845481793237,1,2.0,7,1.5714285714285716,2.0,1,
2485,Stink Foot,3.5,4,5.11b,['Sport'],80.0,1,,,California,Rock Creek,0,0,"['5.10', '5.10c', '5.10b/c', '5.10d', '5.11', '5.10b', '5.11a', '5.11a', '5.10d', '5.11a', '5.9', '5.10c', '5.11', '5.10a/b', '5.10-', '5.10d']",,3.2589707289075944,4,12.0,16,0.875,,1,
2489,Peanut Brittle,2.6,39,5.9,['Sport'],85.0,1,,,California,Main Island,1,1,"['5.10a', '5.8', '5.10a', '5.10b', '5.11d', '5.10b', '5.10b', '5.7', '5.10a', '5.10c', '5.10b', '5.9', '5.11a', '5.10c/d', '5.9']",,2.5923713411134495,2,6.0,15,0.4666666666666668,,1,
2492,Pull Your Spud,1.8,11,5.10a,['Sport'],30.0,1,,,California,Potato Patch,0,1,"['5.10d', '5.8', '5.9']",,1.8412378037114976,2,7.0,3,0.3333333333333335,,1,
2497,Dutch Oven,2.3,3,5.10a,['Sport'],40.0,1,,,California,Leisure World,1,0,"['5.8+', '5.8', '5.7', '5.6', '5.6', '5.8']",,2.298713411134493,2,7.0,6,0.33333333333333326,,1,
2498,Connect the Dots,3.0,1,5.11a,['Sport'],60.0,1,PG13,,California,Rock Creek,0,0,"['5.10a', '5.10d', '5.11b', '5.11c', '5.10a', '5.9']",,2.6474268222689856,4,11.0,6,1.0,1.0,1,
2499,Mini Me,2.0,2,5.12a,['Sport'],30.0,1,,,Nevada,03-First Pullou…,0,0,"['5.13b', '5.10c', '5.12a']",,2.0982845481793237,6,15.0,3,0.33333333333333304,,1,
2500,Witch of the West,2.1,56,5.9,['Sport'],80.0,1,,,California,Daff Dome,1,1,"['5.11a', '5.10c', '5.12+', '5.11a', '5.10a', '5.12b', '5.10a', '5.7', '5.9', '5.10a', '5.8+', '5.8', '5.9', '5.8', '5.9']",,2.103418484991894,2,6.0,15,0.9333333333333331,,1,
2518,Cling Free,2.7,60,5.12a/b,['Sport'],30.0,1,,,Nevada,Parking Lot Area,2,3,"['5.11a', '5.12c', '5.11c', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,2.6933582564678358,6,15.0,15,0.2666666666666666,,1,
2520,Slabby,2.1,17,5.7,['Sport'],50.0,1,PG13,,Nevada,03-First Pullou…,0,0,"['5.6', '5.8', '5.7', '5.5', '5.5', '5.7', '5.6', '5.9+', '5.7', '5.8', '5.7', '5.8', '5.10a', '5.5']",,2.1108252024743317,2,4.0,14,0.3571428571428572,1.0,1,
2523,Brain Tissue,1.4,10,5.10b,['Sport'],100.0,1,R,,California,Main Island,1,7,"['5.10d', '5.12a', '5.10b/c', '5.10b', '5.10a', '5.10a', '5.10c', '5.10d', '5.11a']",,1.4813503313216339,2,8.0,9,1.0,2.0,1,
2525,Moments to Memories,1.2,11,5.11a,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,1,2,"['5.12b/c', '5.11c', '5.12b', '5.11a', '5.12a/b', '5.11a', '5.11b', '5.11d', '5.11b']",,1.2912378037114975,4,11.0,9,0.8888888888888893,,1,
2530,Hang 'em High,2.0,22,5.10a,['Sport'],60.0,1,,,California,Corral Wall,2,2,"['5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.8', '5.7', '5.1']",,2.012819723675564,2,7.0,10,0.19999999999999996,,1,
2549,Mark Of The Squirrel,2.3,12,5.10c,['Sport'],80.0,1,,,California,p. Reed's Pinna…,4,3,"['5.11d', '5.10a', '5.12a', '5.10a', '5.10b', '5.10d', '5.9+', '5.8+', '5.7', '5.8', '5.10c', '5.10b', '5.8', '5.11d', '5.8', '5.12a', '5.10d', '5.11a']",,2.299604126502921,3,9.0,18,0.05555555555555536,,1,
2555,Guinness,2.2,18,5.11a/b,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,3,"['5.10a', '5.8-', '5.11c/d', '5.10d', '5.8', '5.9', '5.11b', '5.8']",,2.2049922970809464,4,11.0,8,1.25,,1,
2566,Hanks Route,3.9,9,5.13b,['Sport'],65.0,1,,,Nevada,05-Sandstone Qu…,1,1,"['5.13+', '5.13a', '5.13a', '5.12a', '5.11d', '5.11b/c', '5.11c/d', '5.13b', '5.14a', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,3.739485364453797,8,19.0,16,0.8125,,1,
2571,Domestic Bliss,3.0,1,5.9+,['Sport'],100.0,1,,,California,Casa Diablo Mou…,4,0,"['5.11b', '5.7', '5.9+']",,2.6474268222689856,2,6.0,3,0.6666666666666665,,1,
2599,Burial At Sea,2.1,11,5.10a,['Sport'],45.0,1,,,Nevada,03-First Pullou…,0,1,"['5.10c', '5.8']",,2.1162378037114977,2,7.0,2,0.5,,1,
2602,Cactus Killa,3.0,26,5.11a,['Sport'],60.0,1,,,Nevada,03-First Pullou…,2,1,"['5.9', '5.10c/d', '5.11c', '5.10a', '5.11d', '5.5', '5.12a', '5.8', '5.10b', '5.10d', '5.10c/d', '5.11']",,2.973883468316221,4,11.0,12,0.75,,1,
2609,Turtle Track,2.8,4,5.10d,['Sport'],70.0,1,,,Nevada,03-First Pullou…,0,0,['5.11a'],,2.698970728907594,3,10.0,1,1.0,,1,
2614,Saddam's Mom,3.1,23,5.11d,['Sport'],40.0,1,,,Nevada,05-Sandstone Qu…,1,1,"['5.12b/c', '5.11c', '5.11a', '5.12b', '5.11a', '5.12a/b', '5.11a', '5.11b', '5.11b']",,3.0664522351890824,5,14.0,9,0.22222222222222232,,1,
2620,Celestial Spheres,2.6,73,5.10b,['Sport'],65.0,1,,,Nevada,03-First Pullou…,3,0,"['5.6', '5.10', '5.10a', '5.12a', '5.10b', '5.10a', '5.10a', '5.9', '5.10c']",,2.5958764006018646,2,8.0,9,0.5555555555555554,,1,
2624,Highlander,2.3,8,5.10b/c,['Sport'],45.0,1,,,California,Mammoth Lakes Area,3,3,"['5.10b', '5.4', '5.11b', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",,2.299428182726441,2,8.0,11,0.0,,1,
2641,Coffee Bean (aka Pebbles),0.5,2,5.6,['Sport'],25.0,1,,,California,Little Egypt,0,0,"['5.10a', '5.10a', '5.11', '5.11+', '5.9']",,1.0982845481793237,1,3.0,5,2.2,,1,
2658,"Dog Logic (aka Here Kitty, Kitty)",2.5,94,5.11b,['Sport'],50.0,1,,,Nevada,03-First Pullou…,3,7,"['5.10a/b', '5.11d', '5.8', '5.10c', '5.12b', '5.10b', '5.11c', '5.5', '5.7']",,2.4978405646793473,4,12.0,9,0.8888888888888888,,1,
2668,C. H. U. D.,2.0,2,5.11c,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,0,2,"['5.11c', '5.12']",,2.0982845481793237,5,13.0,2,1.0,,1,
2670,Pier Pressure,2.6,17,5.12b,['Sport'],30.0,1,,,Nevada,Parking Lot Area,0,3,"['5.11a', '5.12c', '5.11c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,2.583047424696554,6,16.0,15,0.2666666666666666,,1,
2676,Oh Zone,2.2,35,5.10c,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,2,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.11a', '5.12', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.202634823459388,3,9.0,23,0.0,,1,
2691,Acrophobia,2.9,25,5.10c,['Sport'],100.0,1,,,California,Mammoth Lakes Area,2,5,"['5.8', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",,2.8767251401745373,3,9.0,18,0.9444444444444446,,1,
