,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
3013,Candyass,1.6,8,5.5,['Sport'],40.0,1,,,California,Group Campsites Rd,7,1,"['5.11a', '5.10a', '5.12a', '5.10c', '5.9']",,1.677205960504219,1,2.0,5,2.4,,1,
3015,Cal. West,1.9,36,5.10c,['Sport'],85.0,1,,,Nevada,Parking Lot Area,3,1,"['5.10b', '5.10-', '5.11', '5.10d', '5.11b', '5.11d', '5.12a']",,1.910671720122648,3,9.0,7,0.8571428571428572,,1,
3017,The Arena,1.4,5,5.8+,['Sport'],50.0,1,,,California,Leisure World,1,1,"['5.8', '5.10a', '5.7', '5.6', '5.6', '5.8']",,1.5491422740896619,2,5.0,6,0.33333333333333326,,1,
3020,Herbivour Dyno-soar,3.8,11,5.14a,['Sport'],60.0,1,,,Nevada,05-Sandstone Qu…,1,2,"['5.13+', '5.13a', '5.13a', '5.12a', '5.11d', '5.11b/c', '5.11c/d', '5.13b', '5.13b', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,3.6745711370448304,12,21.0,16,5.0625,,1,
3022,Jagged Sky,3.6,25,5.12a,['Sport'],65.0,1,,,California,Bear Crag,4,4,"['5.10b/c', '5.11c', '5.12a']",,3.5498020632514606,6,15.0,3,1.666666666666667,,1,
3035,Commitment to Excrement (aka Giuoco Piano),3.0,21,5.11a,['Sport'],100.0,1,,,Nevada,05-Sandstone Qu…,3,7,"['5.7+', '5.9-', '5.11a', '5.11d', '5.8', '5.10b/c', '5.10d', '5.11c', '5.9', '5.10-', '5.9', '5.10b', '5.11a', '5.10b/c', '5.11c']",,2.967947892933544,4,11.0,15,1.0666666666666669,,1,
3041,To Bolt or Toupee,2.1,35,5.10c,['Sport'],100.0,1,PG13,,Nevada,Parking Lot Area,1,4,"['5.11a', '5.10a', '5.12b', '5.7', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.9', '5.12c', '5.13b']",,2.1054126012371657,3,9.0,18,1.3888888888888893,1.0,1,
3044,High Noon,2.7,3,5.11a,['Sport'],110.0,1,,,Nevada,Parking Lot Area,0,0,"['5.10a', '5.12b', '5.7', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.9', '5.12c', '5.13b', '5.10c']",,2.598713411134493,4,11.0,18,0.33333333333333304,,1,
3045,Children of Light,3.3,3,5.11a,['Sport'],80.0,1,,,California,p. Reed's Pinna…,2,0,"['5.11c', '5.9-', '5.10+', '5.11c', '5.10c', '5.9', '5.8', '5.10a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.10', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,3.0487134111344925,4,11.0,37,1.0270270270270272,,1,
3048,Iggnit McNugget,2.0,1,5.11b,['Sport'],50.0,1,,,California,Rock Creek,0,0,"['5.11a', '5.10a', '5.10d', '5.11c', '5.10a', '5.9']",,2.1474268222689856,4,12.0,6,1.0,,1,
3065,Ghetto Blaster,1.9,34,5.10b,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,0,"['5.10a', '5.11b/c', '5.7', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,1.9112815327010848,2,8.0,23,1.0434782608695654,,1,
3068,Firewater,1.9,20,5.10a,['Sport'],80.0,1,,,California,Mammoth Lakes Area,1,1,"['5.11a', '5.11a', '5.9+', '5.12a', '5.11b', '5.10d', '5.10a']",,1.918802554501808,2,7.0,7,1.5714285714285716,,1,
3071,Sea Monkey,2.1,7,5.11b/c,['Sport'],100.0,1,,,California,Inner Gorge,1,6,"['5.11c', '5.11c', '5.13b', '5.12a', '5.12a', '5.12d', '5.13b', '5.13d', '5.13', '5.11c', '5.11b', '5.11a', '5.12', '5.12b', '5.11a']",,2.1243567055672465,4,12.0,15,1.7333333333333334,,1,
3083,Something for Everyone,1.2,10,5.8,['Sport'],30.0,1,,,California,Main Island,0,1,"['5.10a', '5.10a', '5.6', '5.11d', '5.10b', '5.11d']",,1.299532149503452,2,5.0,6,0.8333333333333335,,1,
3090,Nic Traverse,2.0,1,5.8,['Sport'],60.0,1,,,California,Stealth Pillar…,0,0,"['5.8', '5.8']",,2.1474268222689856,2,5.0,2,0.0,,1,
3091,The Heteroclite,1.0,1,5.12a/b,['Sport'],80.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.11b/c', '5.11d', '5.10c', '5.12b', '5.11d']",,1.6474268222689858,6,15.0,5,1.4000000000000004,,1,
3095,Ashes to Ashes,2.0,1,5.11d,['Sport'],90.0,1,,,California,Bear Crag,0,0,"['5.11b', '5.12b', '5.11a', '5.11d', '5.11b', '5.12b', '5.12c', '5.11b', '5.12b', '5.11c', '5.12a']",,2.1474268222689856,5,14.0,11,0.18181818181818166,,1,
3098,Don't Scare the Bat!,2.3,14,5.11a,['Sport'],50.0,1,,,Nevada,Parking Lot Area,2,1,"['5.10d', '5.11+', '5.10b', '5.10c', '5.11']",,2.2996569096358646,4,11.0,5,0.3999999999999999,,1,
3100,Stick to Your Ribs,2.0,4,5.10a,['Sport'],60.0,1,,,California,Clark Canyon,1,1,['5.10b'],,2.0589707289075942,2,7.0,1,0.0,,1,
3106,GM Pimp,4.0,1,5.11c/d,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,0,0,"['5.13+', '5.13a', '5.13a', '5.12a', '5.11d', '5.11b/c', '5.13b', '5.13b', '5.14a', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,3.1474268222689856,5,13.0,16,2.375,,1,
3109,Skinheads,2.7,44,5.10d,['Sport'],165.0,1,,,California,k. Cascade Area,3,11,"['5.10b', '5.10a', '5.11', '5.10b', '5.12a', '5.10b', '5.12c', '5.11d', '5.10b', '5.11b', '5.10d', '5.11a', '5.7', '5.10a', '5.11b', '5.9', '5.10a', '5.10b', '5.10', '5.8+', '5.8+', '5.10-', '5.11b', '5.8', '5.7', '5.10d', '5.10c', '5.12', '5.12a', '5.10c', '5.10d', '5.9', '5.10b', '5.10b', '5.11a', '5.12a', '5.8']",,2.6909967476563996,3,10.0,37,0.18918918918918903,,1,
3111,Hey Girl! You Hungry?,3.0,2,5.11-,['Sport'],65.0,1,,,California,4:20 Wall,0,0,"['5.10b', '5.11-', '5.10-', '5.11-', '5.10+', '5.10-', '5.11', '5.11', '5.9', '3rd', '5.10+']",,2.7649512148459907,4,11.0,11,1.0,,1,
3116,Chips Ahoy,3.5,2,5.12b,['Sport'],100.0,1,,,California,h. Cookie Area,0,0,"['5.11b', '5.10b', '5.10a', '5.11c', '5.11a', '5.10d', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",,3.0982845481793237,6,16.0,34,2.411764705882353,,1,
3120,The J Wall,2.5,31,5.12b,['Sport'],40.0,1,,,Nevada,03-First Pullou…,5,4,"['5.7', '5.10d', '5.10b']",,2.4935891763918114,6,16.0,3,3.6666666666666665,,1,
3133,Middle Way,1.5,8,5.10a,['Sport'],90.0,1,,,California,Mammoth Lakes Area,0,1,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",,1.58831707161533,2,7.0,18,0.11111111111111116,,1,
3137,Chedda,2.7,9,5.8,['Sport'],50.0,1,,,California,Sherwin Plateau,1,2,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,2.6594853644537975,2,5.0,25,0.08000000000000007,,1,
3146,The Hundredth Monkey,3.4,8,5.11b,['Sport'],75.0,1,,,California,Elephant Rock f…,0,1,"['5.11d', '5.12a', '5.12c']",,3.2772059605042188,4,12.0,3,2.0,,1,
3155,Coffee Achiever,2.5,47,5.10b,['Sport'],90.0,1,,,California,Inner Gorge,0,0,"['5.10c', '5.11d', '5.12b', '5.10b', '5.12a', '5.8', '5.11c', '5.10d', '5.12b', '5.12b', '5.12d', '5.12c', '5.11b', '5.11b', '5.12a', '5.11c', '5.9', '5.10b/c', '5.11d']",,2.495726117594541,2,8.0,19,2.526315789473684,,1,
3171,Comforts of Madness,2.0,1,5.11b/c,['Sport'],30.0,1,,,Nevada,05-Sandstone Qu…,0,2,"['5.10d', '5.12b']",,2.1474268222689856,4,12.0,2,0.5,,1,
3172,Too Few Years,2.2,32,5.11a,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,3,2,"['5.9-', '5.11d', '5.9', '5.8', '5.10a', '5.10b', '5.11b', '5.11d', '5.10a', '5.10b', '5.10b', '5.10', '5.10b', '5.10-', '5.11c', '5.12b', '5.12a', '5.8', '5.12a', '5.11a', '5.11b', '5.9+', '5.10', '5.12c', '5.11a', '5.12a', '5.8']",,2.2028743528647876,4,11.0,27,0.5185185185185186,,1,
3179,Opiate,3.5,4,5.12a,['Sport'],100.0,1,,,California,s. Pulpit Rock,1,0,"['5.11b', '5.11a', '5.12a/b', '5.10d', '5.11b', '5.12a/b', '5.12a', '5.10b', '5.11a', '5.10c']",,3.2589707289075944,6,15.0,10,1.7999999999999998,,1,
3188,Umayyad Caliphate,2.5,161,5.9+,['Sport'],60.0,1,,,Nevada,03-First Pullou…,5,5,"['5.8', '5.10b', '5.10d', '5.6', '5.11a', '5.10b', '5.8-', '5.6', '5.7', '5.7', '5.9+', '5.10a', '5.8', '5.7', '5.4', '5.9', '5.7', '5.9+']",,2.4987336644724567,2,6.0,18,0.0,,1,
3196,Tales From the Crypt,2.8,6,5.12c,['Sport'],75.0,1,,,California,Bear Crag,1,0,"['5.11d', '5.11d', '5.11b', '5.10a', '5.12c', '5.12d']",,2.7278362349339957,7,17.0,6,2.0,,1,
3202,Broken tooth,3.4,15,5.10a,['Sport'],100.0,1,PG13,,Nevada,Parking Lot Area,2,3,"['5.11a', '5.12b', '5.7', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.9', '5.12c', '5.13b', '5.10c']",,3.3309283527836233,2,7.0,18,2.4444444444444446,1.0,1,
3203,Where's Poppy?,3.0,8,5.10d,['Sport'],100.0,1,,,California,Rock Creek,1,1,"['5.10', '5.10c', '5.10b/c', '5.11', '5.10b', '5.11a', '5.11a', '5.10d', '5.11a', '5.9', '5.10c', '5.11', '5.11b', '5.10a/b', '5.10-', '5.10d']",,2.9216504049486636,3,10.0,16,0.1875,,1,
3208,Angled Dangler,2.6,55,5.11d,['Sport'],65.0,1,,,Nevada,05-Sandstone Qu…,0,1,"['5.9-', '5.9', '5.8', '5.10a', '5.10b', '5.11b', '5.11d', '5.10a', '5.10b', '5.10b', '5.10', '5.10b', '5.10-', '5.11c', '5.11a', '5.12b', '5.12a', '5.8', '5.12a', '5.11a', '5.11b', '5.9+', '5.10', '5.12c', '5.11a', '5.12a', '5.8']",,2.594550957938178,5,14.0,27,1.5555555555555554,,1,
3210,Into the Light,2.6,20,5.10b,['Sport'],60.0,1,,,Nevada,03-First Pullou…,1,1,"['5.6', '5.11a/b', '5.9']",,2.585469221168475,2,8.0,3,0.3333333333333335,,1,
3211,Flattening the Curve,3.0,1,5.10d,['Sport'],45.0,1,,,California,N - Goldenrod Area,1,0,[],,2.6474268222689856,3,10.0,0,,,1,
3226,The Tooth,3.0,1,5.10-,['Sport'],40.0,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,2.6474268222689856,2,7.0,25,0.08000000000000007,,1,
3231,How Do You Like them Pineapples?,2.2,5,5.13b,['Sport'],30.0,1,,,Nevada,Parking Lot Area,0,0,"['5.11a', '5.12c', '5.11c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,2.215808940756329,8,19.0,15,2.4000000000000004,,1,
3232,Leveraged Buyout,0.5,2,5.11b/c,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,0,0,[],,1.0982845481793237,4,12.0,0,,,1,
3236,Tones Of Home,2.5,2,5.11c,['Sport'],110.0,1,,,California,. Outside the Park,2,0,"['5.6', '5.11a', '5.10c', '5.11a', '5.11d', '5.10c']",,2.431617881512657,5,13.0,6,1.6666666666666665,,1,
3238,Dogs on a Leash,1.9,32,5.10a,['Sport'],50.0,1,,,California,Mammoth Lakes Area,0,0,"['5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.12', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,1.911965261955696,2,7.0,23,1.0434782608695654,,1,
3273,Hipster Dufus,2.3,3,5.12,['Sport'],55.0,1,PG13,,California,Mammoth Lakes Area,0,0,"['5.10a', '5.11b/c', '5.7', '5.10b', '5.10a', '5.11a', '5.10a', '5.11a', '5.10b', '5.4', '5.10c', '5.11a', '5.10a', '5.9+', '5.11b', '5.10d', '5.8+', '5.11b', '5.10c', '5.11b/c', '5.11c', '5.10a', '5.8']",,2.298713411134493,7,15.0,23,4.173913043478261,1.0,1,
3291,Slabulous,1.9,30,5.7,['Sport'],60.0,1,,,Nevada,03-First Pullou…,0,0,"['5.6', '5.8', '5.7', '5.5', '5.5', '5.7', '5.6', '5.9+', '5.7', '5.8', '5.7', '5.8', '5.10a', '5.5']",,1.9127372143399346,2,4.0,14,0.3571428571428572,,1,
3294,East India Trading Co.,1.7,74,5.6,['Sport'],50.0,1,,,Nevada,03-First Pullou…,1,1,"['5.8', '5.10b', '5.10d', '5.11a', '5.10b', '5.8-', '5.6', '5.9+', '5.7', '5.7', '5.9+', '5.10a', '5.8', '5.7', '5.4', '5.9', '5.7', '5.9+']",,1.7079313819271729,1,3.0,18,1.0555555555555554,,1,
3296,Secret Agent Dward,2.6,16,5.7,['Sport'],130.0,1,,,California,Lower Merced Ri…,1,4,"['5.10+', '5.10b', '5.8-', '5.9', '5.9+', '5.11-', '5.8', '5.9', '5.8', '5.9', '5.11b', '5.9', '5.8+', '5.11', '5.11a', '5.9', '5.9', '5.8', '5.9', '5.11a', '5.7', '5.11-', '5.11a', '5.8', '5.11a', '5.10+', '5.8', '5.10b', '5.9', '5.10-', '5.9', '5.7', '5.10b', '5.11+', '5.8', '5.10+', '5.8+', '5.6', '5.11-', '5.10b', '5.10c', '5.8', '5.9', '5.9', '5.10a']",,2.5820502143845867,2,4.0,45,0.5555555555555554,,1,
3308,Chicks Dig It,3.3,33,5.11a,['Sport'],75.0,1,,,California,Bear Crag,1,1,"['5.11b', '5.11d', '5.12b', '5.11d', '5.11b', '5.12b', '5.12c', '5.11b', '5.12b', '5.11c', '5.12a']",,3.2704368718981756,4,11.0,11,1.2727272727272725,,1,
3311,White African,2.0,1,5.11c,['Sport'],60.0,1,,,California,Bear Crag,0,0,"['5.12a', '5.11a', '5.12b', '5.12a']",,2.1474268222689856,5,13.0,4,0.5,,1,
3322,False Alarm,1.5,2,5.12c,['Sport'],30.0,1,,,Nevada,Parking Lot Area,0,1,"['5.11a', '5.11c', '5.12a/b', '5.12c', '5.12d', '5.12c', '5.12', '5.13b', '5.9-', '5.12b', '5.12b', '5.11a', '5.12b', '5.12a', '5.11a']",,1.7649512148459905,7,17.0,15,1.333333333333333,,1,
3340,Sika 13,3.8,12,5.13a,['Sport'],60.0,1,,,Nevada,05-Sandstone Qu…,3,1,"['5.13+', '5.13a', '5.12a', '5.11d', '5.11b/c', '5.11c/d', '5.13b', '5.13b', '5.14a', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,3.6842195111183056,8,18.0,16,0.8125,,1,
3342,Keough Memorial Buttress,2.1,14,5.8,['Sport'],80.0,1,,,California,Area 13,0,2,"['5.8', '5.8+']",,2.1129902429691985,2,5.0,2,0.0,,1,
3351,Stucco,2.2,6,5.8,['Sport'],40.0,1,,,California,Rattlesnake Canyon,1,0,"['5.2', '5.10+', '5.10d', '5.13a', '5.11c', '5.12c', '5.11a', '5.0', '5.13b', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",,2.2135505206482815,2,5.0,15,1.8666666666666667,,1,
3354,Discipline,4.0,1,5.13a,['Sport'],100.0,1,,,California,Lower Merced Ri…,1,1,['5.7'],,3.1474268222689856,8,18.0,1,6.0,,1,
3368,Edgehog,2.4,28,5.10a,['Sport'],100.0,1,,,California,Horseshoe Lake…,3,4,"['5.10b', '5.7', '5.9', '5.8', '5.7', '5.9']",,2.396374263604758,2,7.0,6,0.0,,1,
3372,Sideshow,3.5,2,5.12a/b,['Sport'],50.0,1,,,Nevada,03-First Pullou…,0,3,"['5.10c', '5.10-', '5.11c', '5.12a', '5.12a', '5.11a', '5.10-', '5.10-', '5.11c', '5.12b', '5.12a', '5.10a', '5.11c', '5.9+']",,3.0982845481793237,6,15.0,14,2.0,,1,
3374,Drive Through Chapel,2.5,44,5.10a/b,['Sport'],65.0,1,,,California,Mammoth Lakes Area,4,0,"['5.11c', '5.10b', '5.11b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",,2.4954411921008437,2,7.0,11,1.0909090909090908,,1,
3381,Bird,1.5,2,5.10b,['Sport'],40.0,1,,,California,Clark Canyon,0,0,"['5.8', '5.8']",,1.7649512148459905,2,8.0,2,0.0,,1,
3384,Lounge Tomato,1.0,1,5.12b,['Sport'],30.0,1,,,Nevada,05-Sandstone Qu…,1,1,"['5.11b/c', '5.10d']",,1.6474268222689858,6,16.0,2,2.5,,1,
3387,Five Charter Oath,2.2,131,5.8-,['Sport'],55.0,1,,,Nevada,03-First Pullou…,2,2,"['5.8', '5.10b', '5.10d', '5.6', '5.11a', '5.10b', '5.6', '5.9+', '5.7', '5.7', '5.9+', '5.10a', '5.8', '5.7', '5.4', '5.9', '5.7', '5.9+']",,2.200718588216197,2,5.0,18,0.0,,1,
3388,Bucket Brigade,2.0,13,5.10c,['Sport'],50.0,1,,,California,Potato Patch,0,1,"['5.10b', '5.10a']",,2.0210609746098553,3,9.0,2,1.0,,1,
3390,Thunder Underground,2.3,7,5.11b,['Sport'],90.0,1,,,California,Mammoth Lakes Area,0,1,"['5.11a', '5.10a', '5.11a', '5.9+', '5.12a', '5.10d', '5.10a']",,2.2993567055672464,4,12.0,7,0.7142857142857144,,1,
3394,Get Tuff,2.1,12,5.11c,['Sport'],50.0,1,,,California,Area 13,0,1,"['5.9', '5.8', '5.10a', '5.8', '5.10a', '5.8', '5.7', '5.8']",,2.1149887418875366,5,13.0,8,3.0,,1,
3395,Anti Consequences,1.0,2,5.8,['Sport'],55.0,1,,,California,Sherwin Plateau,0,1,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",,1.4316178815126572,2,5.0,25,0.08000000000000007,,1,
3404,Demon Drop,1.9,59,5.7,['Sport'],35.0,1,,,Nevada,03-First Pullou…,0,2,"['5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7', '5.7']",,1.9065808940756328,2,4.0,8,0.0,,1,
3406,Well Hung,2.4,39,5.10c,['Sport'],30.0,1,,,California,Potato Patch,0,3,"['5.11c', '5.10c']",,2.397371341113449,3,9.0,2,1.0,,1,
3409,Unknown 7,1.3,12,5.7,['Sport'],45.0,1,,,California,Horseshoe Lake…,0,1,"['5.8', '5.8', '5.6', '5.10a', '5.6', '5.8', '5.9-', '5.8', '5.9', '5.8', '5.4', '5.7', '5.7', '5.7', '5.8']",,1.376527203425998,2,4.0,15,0.19999999999999996,,1,
3416,Public Enemy,3.0,2,5.11d,['Sport'],50.0,1,,,California,Tuolumne Meadows,1,0,"['5.11a', '5.12b']",,2.7649512148459907,5,14.0,2,0.0,,1,
3423,GM Crack,2.4,16,5.11d,['Sport'],55.0,1,,,Nevada,05-Sandstone Qu…,0,2,"['5.13+', '5.13a', '5.13a', '5.12a', '5.11b/c', '5.11c/d', '5.13b', '5.13b', '5.14a', '5.13b', '5.12c', '5.12b', '5.13a', '5.13c', '5.14a', '5.13b/c']",,2.3938149202669394,5,14.0,16,2.375,,1,
3425,Man Overboard,4.0,2,5.12b,['Sport'],140.0,1,,,California,Rock Creek,0,0,"['5.11b', '5.9', '5.12a', '5.10d', '5.9', '5.12a', '5.10a', '5.10+', '5.10b', '5.11d', '5.9', '5.11b', '5.10b', '5.11a', '5.12c', '5.11a', '5.8', '5.10c', '5.12b', '5.9', '5.11d', '5.8', '5.10b', '5.11a', '5.10a', '5.10d', '5.10d', '5.10c', '5.10b', '5.10+']",,3.431617881512657,6,16.0,30,2.6666666666666665,,1,
3430,Elephant in the Womb,3.0,2,5.12a,['Sport'],200.0,2,,,California,Main Island,1,1,"['5.10b', '5.10d', '5.10b/c', '5.10b', '5.10a', '5.10a', '5.10c', '5.10d', '5.11a']",,2.7649512148459907,6,15.0,9,3.4444444444444446,,1,
3431,The Sun Never Sets,2.0,85,5.7,['Sport'],55.0,1,,,Nevada,03-First Pullou…,2,3,"['5.8', '5.10b', '5.10d', '5.6', '5.11a', '5.10b', '5.8-', '5.6', '5.9+', '5.7', '5.9+', '5.10a', '5.8', '5.7', '5.4', '5.9', '5.7', '5.9+']",,2.0034285307504414,2,4.0,18,0.0,,1,
3434,The Warming,2.3,33,5.10d,['Sport'],45.0,1,,,Nevada,03-First Pullou…,1,0,"['5.3', '5.11c/d', '5.7', '5.11d', '5.12a', '5.10c', '5.11d', '5.8', '5.12b/c', '5.8', '5.11c/d']",,2.299848636604058,3,10.0,11,0.8181818181818183,,1,
3439,Funny Bone,2.3,19,5.10b,['Sport'],50.0,1,PG13,,California,Main Island,0,1,"['5.10a', '5.8', '5.10a', '5.11d', '5.10b', '5.10b', '5.7', '5.10a', '5.9', '5.10c', '5.10b', '5.9', '5.11a', '5.10c/d', '5.9']",,2.2997426822268983,2,8.0,15,0.4666666666666668,1.0,1,
3441,Chapusero,2.3,26,5.11a,['Sport'],90.0,1,,,California,Area 13,0,4,"['5.9', '5.7', '5.10b', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",,2.2998093942421467,4,11.0,16,2.0625,,1,
3442,Planet Terror,1.8,4,5.10+,['Sport'],60.0,1,,,Nevada,05-Sandstone Qu…,0,1,"['5.11b', '5.11-', '5.11-', '5.10a', '5.10+']",,1.8989707289075946,3,7.0,5,0.3999999999999999,,1,
3454,Exit Planet Mussy,3.5,2,5.12b,['Sport'],250.0,3,,,California,Little Egypt,0,5,"['5.10c/d', '5.10c', '5.10a']",,3.0982845481793237,6,16.0,3,3.3333333333333335,,1,
3457,The Brawl,2.9,8,5.11a,['Sport'],100.0,1,,,Nevada,Parking Lot Area,0,1,"['5.10a', '5.12b', '5.7', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.9', '5.12c', '5.13b', '5.10c']",,2.832761516059774,4,11.0,18,0.33333333333333304,,1,
3484,Tricky Goldy,3.0,1,5.11b,['Sport'],175.0,2,,,California,Little Egypt,0,1,"['5.9', '5.10b', '5.11d', '5.7', '5.4']",,2.6474268222689856,4,12.0,5,1.6,,1,
3486,Errett Out,2.7,35,5.7,['Sport'],500.0,3,PG13,II,California,Tuolumne Meadows,6,4,"['5.11a', '5.8', '5.8', '5.8', '5.10a', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.688745934570499,2,4.0,22,0.09090909090909083,1.0,2,
3508,Mamma gonna slap you twice so you don't forget,2.5,2,5.10a,['Sport'],35.0,1,,,California,T J Lake,1,1,"['5.9', '5.8', '5.7', '5.6', '5.10b', '5.8', '5.7', '5.7']",,2.431617881512657,2,7.0,8,0.125,,1,
3509,Welcome to the Rim,3.0,1,5.11-,['Sport'],25.0,1,,,California,Sherwin Plateau,3,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.8', '5.9']",,2.6474268222689856,4,11.0,25,2.0,,1,
3527,Ruffles,3.1,70,5.10a,['Sport'],50.0,1,,,California,Potato Patch,6,3,['5.10b'],,3.08865991048645,2,7.0,1,0.0,,1,
3533,Wake-n-Bake,3.6,26,5.10d,['Sport'],90.0,1,,,California,Mammoth Lakes Area,0,3,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.9']",,3.5516612460939987,3,10.0,18,0.9444444444444446,,1,
3539,The Forum,1.2,5,5.6,['Sport'],50.0,1,,,California,Leisure World,1,0,"['5.8+', '5.8', '5.10a', '5.7', '5.6', '5.8']",,1.3824756074229954,1,3.0,6,0.8333333333333333,,1,
3548,Last Taste of Freedom,1.6,11,5.10b,['Sport'],40.0,1,,,California,Mammoth Lakes Area,1,3,"['5.11c', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",,1.6579044703781645,2,8.0,11,1.0909090909090908,,1,
3552,Hocus Pocus,3.0,1,5.11d,['Sport'],170.0,1,,,California,Elephant Rock f…,0,0,"['5.9', '5.11b', '5.10c', '5.10d', '5.10+', '5.10a', '5.11c', '5.10b']",,2.6474268222689856,5,14.0,8,2.0,,1,
3554,The Cat and the Bird,2.3,3,5.9,['Sport'],50.0,1,,,Nevada,05-Sandstone Qu…,1,2,"['5.9', '5.10a']",,2.298713411134493,2,6.0,2,0.0,,1,
3557,Mad Dogs Direct,4.0,1,5.12a,['Sport'],140.0,1,,,California,d. Entrance Sta…,0,0,"['5.11b', '5.9+', '5.10d', '5.10d', '5.11a', '5.9', '5.10c', '5.9', '5.10b', '5.9+', '5.11b', '5.12a', '5.10b', '5.11a', '5.12b/c', '5.11a', '5.10c', '5.11c', '5.11d']",,3.1474268222689856,6,15.0,19,2.526315789473684,,1,
