,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
3279,Butterballs,3.9,133,5.11c,['Trad'],80.0,1,,,California,h. Cookie Area,14,10,"['5.11b', '5.12b', '5.10b', '5.10a', '5.11a', '5.10d', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",,3.888021295854761,5,13.0,34,1.3823529411764706,,1,
3300,The Hustler,2.0,1,5.8,['Trad'],100.0,1,,,California,Rock Creek,1,0,"['5.11a', '5.11a', '5.11c', '5.10a', '5.8', '5.9']",,2.1474268222689856,2,5.0,6,1.1666666666666665,,1,
3303,Pencil-Necked Geek,1.5,2,5.11a,['Trad'],250.0,3,,,California,W Cottage Dome,3,0,"['5.10a/b', '5.10d']",,1.7649512148459905,4,11.0,2,1.5,,1,
3316,Bourbon Street,2.7,156,5.8,['Trad'],710.0,7,,III,Nevada,Whiskey Peak,29,33,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",,2.6974194499652104,2,5.0,28,1.1071428571428572,,3,
3319,Hardd,3.4,83,5.11b,['Trad'],200.0,2,PG13,,California,h. Cookie Area,2,13,"['5.12b', '5.10b', '5.10a', '5.11c', '5.11a', '5.10d', '5.11a', '5.10d', '5.12b', '5.9', '5.10a', '5.12a', '5.9', '5.9', '5.11c', 'V0+', '5.8', '5.11b', '5.9', '5.11b', '5.11a', '5.10c', '5.10c', '5.11', '5.11+', '5.13b/c', '5.12b', '5.10+', '5.9', '5.11', '5.10b', '5.10d', '5.11a', '5.10c']",,3.3868434957683093,4,12.0,34,0.3529411764705883,1.0,1,
3320,Left North Book,1.6,7,5.7,['Trad'],250.0,3,,,California,Lamb Dome,5,1,"['5.7', '5.7', '5.7', '5.9']",,1.6868567055672465,2,4.0,4,0.0,,1,
3323,Sidetrack,2.0,1,5.11a,['Trad'],140.0,1,,,California,d. Entrance Sta…,0,0,"['5.11b', '5.9+', '5.10d', '5.10d', '5.9', '5.10c', '5.9', '5.12a', '5.10b', '5.9+', '5.11b', '5.12a', '5.10b', '5.11a', '5.12b/c', '5.11a', '5.10c', '5.11c', '5.11d']",,2.1474268222689856,4,11.0,19,0.42105263157894735,,1,
3330,The Hidden Persuaders,2.0,3,5.9,['Trad'],600.0,6,R,II,Nevada,10-Pine Creek C…,10,2,"['5.11b/c', '5.4', '5.8+', '5.7', '5.7+', '5.10', '5.10', '5.8-', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.6', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.11b', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,2.073713411134493,2,6.0,36,0.5,2.0,2,
3332,Pony Express,1.5,33,5.8,['Trad'],50.0,1,,,California,Corral Wall,1,9,"['5.10a', '5.10a', '5.9', '5.10a', '5.10b', '5.6', '5.6', '5.10', '5.7', '5.1']",,1.5233780483687638,2,5.0,10,0.19999999999999996,,1,
3335,Control Freak,3.0,1,5.10+,['Trad'],140.0,1,,,Nevada,10-Pine Creek C…,2,0,"['5.11a', '5.9', '5.10b', '5.10c', '5.9', '5.9', '5.5']",,2.6474268222689856,3,7.0,7,0.7142857142857144,,1,
3346,Alternative Facts,3.0,2,5.11b/c,['Trad'],100.0,1,,,Nevada,10-Pine Creek C…,1,4,"['5.4', '5.8+', '5.7', '5.7+', '5.10', '5.10', '5.8-', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.6', '5.9', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.11b', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,2.7649512148459907,4,12.0,36,1.5555555555555554,,1,
3353,Wholesome Fullback,3.5,359,5.10b,['Trad'],210.0,2,,,Nevada,Whiskey Peak,19,33,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",,3.496652371234828,2,8.0,28,1.1071428571428572,,1,
3360,Millepede,3.0,5,5.10a,['Trad'],90.0,1,,,Nevada,16-Black Velvet…,1,2,"['5.11d', '5.9', '5.10b', '5.12b', '5.11c', '5.10-', '5.9', '5.8+', '5.11b', '5.9', '5.10+']",,2.8824756074229954,2,7.0,11,1.1818181818181817,,1,
3361,Holy Buttress,2.2,5,5.8,['Trad'],200.0,1,R,,California,Stumps,3,1,"['5.8', '5.9', '5.9', '5.8', '5.10b']",,2.215808940756329,2,5.0,5,0.0,2.0,1,
3369,The Next Century,3.5,88,5.10c,['Trad'],210.0,2,PG13,,Nevada,Mescalito,16,19,"['5.9', '5.10+', '5.8', '5.10a', '5.7', '5.8-', '5.9', '5.10b/c', '5.7', '5.7+', '5.10a', '5.10a', '5.9', '5.10a', '5.7', '5.10b/c', '5.9+', '5.12', '5.8', '5.10a']",,3.48645902971391,3,9.0,20,0.7000000000000002,1.0,1,
3373,Brass Balls,2.4,26,5.10,['Trad'],500.0,4,,,Nevada,10-Pine Creek C…,5,8,"['5.11b/c', '5.4', '5.8+', '5.7', '5.7+', '5.10', '5.8-', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.6', '5.9', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.11b', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,2.3961056905384432,3,7.0,36,0.5277777777777777,,1,
3377,Chocolate Chips,3.0,1,5.10b,['Trad'],70.0,1,PG13,,California,Rock Creek,0,0,"['5.7', '5.10a', '5.11+', '5.9', '5.9+', '5.10c', '5.9+']",,2.6474268222689856,2,8.0,7,0.5714285714285716,1.0,1,
3383,Uptown Hustler,3.0,1,5.9,['Trad'],800.0,6,,III,Nevada,13-Mt Wilson,7,0,"['5.8', '5.8', '5.8', '5.9', '5.9', '5.8', '5.7', '5.8', '5.8', '5.8', '5.9', '5.9', '5.9', '5.8']",,2.6474268222689856,2,6.0,14,0.0,,3,
3391,Hand Out,2.0,1,5.10+,['Trad'],75.0,1,,,California,Lower Merced Ri…,2,0,['5.11'],,2.1474268222689856,3,7.0,1,2.0,,1,
3410,Buckin' Bronco,4.0,1,5.11c,['Trad'],115.0,1,R,,California,Glen Aulin Area,2,0,"['5.12b', '5.9', '5.11-', '5.11d', '5.12c/d', '5.11c', '5.12-', '5.10a', '5.10b/c', '5.12b/c']",,3.1474268222689856,5,13.0,10,0.5,2.0,1,
3411,Sal,3.0,2,5.8,['Trad'],80.0,1,,,Nevada,13-Mt Wilson,3,0,"['5.9', '5.8', '5.8', '5.9', '5.9', '5.8', '5.7', '5.8', '5.8', '5.8', '5.9', '5.9', '5.9', '5.8']",,2.7649512148459907,2,5.0,14,0.0,,1,
3413,Holdless Horror,3.0,193,5.6,['Trad'],550.0,4,,,California,Tuolumne Meadows,14,22,"['5.11a', '5.8', '5.8', '5.7', '5.8', '5.10a', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,2.996365224971845,1,3.0,22,1.1363636363636362,,1,
3414,Lock of Ages,2.0,2,5.10c,['Trad'],85.0,1,PG13,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",,2.0982845481793237,3,9.0,29,0.6896551724137931,1.0,1,
3420,New Traditionalists,1.0,2,5.10b,['Trad'],90.0,1,R,,California,Lower Merced Ri…,0,0,"['5.10a', '5.10a', '5.8', '5.9', '5.11a', '5.11a', '5.11d']",,1.4316178815126572,2,8.0,7,1.0,2.0,1,
3421,Fire and Brimstone Dihedral,3.0,1,5.9,['Trad'],900.0,4,,III,California,Glen Aulin Area,5,0,"['5.11c', '5.12b', '5.11-', '5.11d', '5.12c/d', '5.11c', '5.12-', '5.10a', '5.10b/c', '5.12b/c']",,2.6474268222689856,2,6.0,10,2.8,,3,
3443,Finley's Crack,2.0,3,5.11a,['Trad'],50.0,1,,,California,Rattlesnake Canyon,4,2,"['5.2', '5.8', '5.10+', '5.10d', '5.13a', '5.11c', '5.12c', '5.0', '5.13b', '5.13b', '5.9', '5.9-', '5.8', '5.8', '5.9']",,2.073713411134493,4,11.0,15,0.2666666666666666,,1,
3445,The Hex Files,1.6,5,5.6,['Trad'],170.0,1,R,,Nevada,03-First Pullou…,1,2,"['5.9', '5.10-', '5.8+', '5.7', '5.9', '5.7+', '5.7+', '5.7', '5.8', '5.8+', '5.6', '5.8', '5.8+']",,1.7158089407563288,1,3.0,13,0.9230769230769231,2.0,1,
3446,Ghidorah,2.2,5,5.8+,['Trad'],120.0,1,R,,Nevada,03-First Pullou…,0,1,"['5.9', '5.10-', '5.7', '5.6', '5.9', '5.7+', '5.7+', '5.7', '5.8', '5.8+', '5.6', '5.8', '5.8+']",,2.215808940756329,2,5.0,13,0.15384615384615374,2.0,1,
3450,Magnus Junior,1.7,3,5.9,['Trad'],160.0,1,,,California,Rock Creek,0,0,"['5.10b', '5.10a/b', '5.10d', '5.11a/b', '5.8', '5.10c', '5.11c', '5.10a/b']",,1.8487134111344927,2,6.0,8,0.875,,1,
3451,Starless and Bible Black,2.7,3,5.9+,['Trad'],100.0,1,,,Nevada,09-Icebox Canyon,2,1,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",,2.598713411134493,2,6.0,21,1.1428571428571428,,1,
3456,Bus Stops Here,2.0,3,5.8-,['Trad'],120.0,1,,,Nevada,10-Pine Creek C…,1,1,"['5.11b/c', '5.4', '5.8+', '5.7', '5.7+', '5.10', '5.10', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.6', '5.9', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.11b', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,2.073713411134493,2,5.0,36,0.5,,1,
3463,Side Dish,1.8,4,5.8,['Trad'],450.0,3,PG13,II,California,Tuolumne Meadows,0,0,"['5.11a', '5.8', '5.7', '5.8', '5.10a', '5.9', '5.10a', '5.7', '5.7', '5.9', '5.6', '5.8', '5.10a', '5.10b', '5.10a', '5.7', '5.7', '5.8', '5.10a/b', '5.10c', '5.8', '5.10a']",,1.8989707289075946,2,5.0,22,0.09090909090909083,1.0,2,
3466,Green Eggs and Ham,1.8,4,5.2,['Trad'],80.0,1,,,Nevada,03-First Pullou…,2,2,"['5.5', '5.3', '5.3', '5.6', '5.6']",,1.8989707289075946,1,1.0,5,0.0,,1,
3467,The Melon Cracker,2.0,1,5.10a,['Trad'],70.0,1,,,California,Valley of Kings,4,0,['5.11a'],,2.1474268222689856,2,7.0,1,2.0,,1,
3468,Orange Man,2.9,27,5.10c,['Trad'],190.0,1,,,California,Tuolumne Meadows,1,3,"['5.9', '5.10a', '5.11a', '5.7', '5.11-', '5.8', '5.10b', '5.9']",,2.87838763016207,3,9.0,8,0.5,,1,
3470,This Bud's For You,2.9,13,5.11,['Trad'],110.0,1,,,Nevada,10-Pine Creek C…,0,2,"['5.11a', '5.11d']",,2.856775260324141,5,11.0,2,0.5,,1,
3471,The Vacation Boge,0.7,3,5.8+,['Trad'],40.0,1,,,California,Rattlesnake Canyon,1,2,['5.10-'],,1.0987134111344927,2,5.0,1,0.0,,1,
3475,Sky Dive,3.6,22,5.11b,['Trad'],100.0,1,PG13,,Nevada,10-Pine Creek C…,0,2,"['5.11b/c', '5.4', '5.8+', '5.7', '5.7+', '5.10', '5.10', '5.8-', '5.10a', '5.10c', '5.10d', '5.11a/b', '5.11-', '5.6', '5.9', '5.5', '5.10c', '5.10c', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.10c', '5.7', '5.12a', '5.10-', '5.11a', '5.10-', '5.6', '5.11b', '5.8', '5.9', '5.8-', '5.8+', '5.5']",,3.5432545062842595,4,12.0,36,1.5555555555555554,1.0,1,
3476,Pit Bull,2.7,10,5.10b,['Trad'],60.0,1,,,Nevada,09-Icebox Canyon,1,1,"['5.8', '5.9', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",,2.6631685131398157,2,8.0,21,1.1428571428571428,,1,
3477,Rumble in the Jumble,3.0,1,5.9+,['Trad'],50.0,1,,,California,Rock Creek,1,0,"['5.11b', '5.10-', '5.8', '5.10', '5.10c', '5.12+', '5.11a', '5.10+', '5.13a', '5.9']",,2.6474268222689856,2,6.0,10,1.7999999999999998,,1,
3478,Al's Route,1.0,1,5.5,['Trad'],40.0,1,,,California,Group Campsites Rd,1,0,"['5.5', '5.6']",,1.6474268222689858,1,2.0,2,0.0,,1,
3483,Cannibal,2.8,25,5.11b/c,['Trad'],45.0,1,,,California,Little Egypt,4,3,"['5.10c', '5.9', '5.13b', '5.8', '5.10c', '5.9', '5.10a', '5.10c']",,2.780571294020691,4,12.0,8,0.875,,1,
3499,Stone Fist,2.3,24,5.9,['Trad'],75.0,1,,,California,p. Reed's Pinna…,5,2,"['5.11c', '5.9-', '5.10+', '5.11c', '5.10c', '5.8', '5.11a', '5.10a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.10', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,2.2997941457815188,2,6.0,37,1.0270270270270272,,1,
3501,Cadillac Crack,3.7,22,5.9,['Trad'],130.0,1,,,Nevada,Whiskey Peak,6,4,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",,3.6389066801973033,2,6.0,13,0.0,,1,
3505,Johnny Appleseed,2.5,2,5.4,['Trad'],80.0,1,,,California,Rock Creek,0,1,"['5.9+', '5.9', '5.10c', '5.10c', '5.10b', '5.10b', '5.10', '5.10b', '5.11d', '5.9', '5.10b', '5.9', '5.11a/b', '5.10b', '5.10a', '5.10-']",,2.431617881512657,1,1.0,16,1.5,,1,
3510,Frigid Air Buttress,3.2,284,5.9+,['Trad'],800.0,7,,III,Nevada,09-Icebox Canyon,41,47,"['5.7', '5.9', '5.10', '5.9+', '5.9', '5.9']",,3.196824047875572,2,6.0,6,0.16666666666666652,,3,
3523,Crossover,1.5,2,5.9,['Trad'],330.0,2,,,California,Lower Merced Ri…,1,1,"['5.10+', '5.10b', '5.8-', '5.7', '5.9+', '5.11-', '5.8', '5.9', '5.8', '5.9', '5.11b', '5.9', '5.8+', '5.11', '5.11a', '5.9', '5.9', '5.8', '5.9', '5.11a', '5.7', '5.11-', '5.11a', '5.8', '5.11a', '5.10+', '5.8', '5.10b', '5.9', '5.10-', '5.9', '5.7', '5.10b', '5.11+', '5.8', '5.10+', '5.8+', '5.6', '5.11-', '5.10b', '5.10c', '5.8', '5.9', '5.9', '5.10a']",,1.7649512148459905,2,6.0,45,0.5555555555555554,,1,
3526,Scoot Scoot,2.0,1,5.10a,['Trad'],300.0,3,,,California,Rock Creek,1,0,"['5.11a', '5.11a', '5.8', '5.11c', '5.8', '5.9']",,2.1474268222689856,2,7.0,6,1.1666666666666665,,1,
3537,Drifting,3.9,109,5.11c,['Trad'],520.0,5,PG13,,Nevada,10-Pine Creek C…,12,25,"['5.11d', '5.12a', '5.12+', '5.12b', '5.13a', '5.11a']",,3.885407760404891,5,13.0,6,1.0,1.0,1,
3538,Impact Event,3.3,3,5.11d,['Trad'],50.0,1,PG13,,Nevada,13-Mt Wilson,0,0,['5.12b'],,3.0487134111344925,5,14.0,1,1.0,1.0,1,
3544,Unknown Dihedral,1.8,4,5.5,['Trad'],50.0,1,,,Nevada,03-First Pullou…,2,2,"['5.10a/b', '5.11d', '5.11b', '5.8', '5.10c', '5.12b', '5.10b', '5.11c', '5.7']",,1.8989707289075946,1,2.0,9,2.4444444444444446,,1,
3545,Psychedelic Zygote,2.5,2,5.8,['Trad'],165.0,1,,,California,Lower Merced Ri…,1,1,"['5.10+', '5.10b', '5.8-', '5.7', '5.9', '5.9+', '5.11-', '5.9', '5.8', '5.9', '5.11b', '5.9', '5.8+', '5.11', '5.11a', '5.9', '5.9', '5.8', '5.9', '5.11a', '5.7', '5.11-', '5.11a', '5.8', '5.11a', '5.10+', '5.8', '5.10b', '5.9', '5.10-', '5.9', '5.7', '5.10b', '5.11+', '5.8', '5.10+', '5.8+', '5.6', '5.11-', '5.10b', '5.10c', '5.8', '5.9', '5.9', '5.10a']",,2.431617881512657,2,5.0,45,0.5555555555555554,,1,
3562,The Forgotten Route II,2.0,1,5.11-,['Trad'],145.0,1,R,,California,Rock Creek,0,0,"['5.10+', '5.10+', '5.9', '5.11', '5.10+', '5.10', '5.9', '5.10+', '5.11-', '5.10+', '5.10+', '5.8', '5.8', '5.8']",,2.1474268222689856,4,11.0,14,1.1428571428571428,2.0,1,
3563,Five Pounds of Mussy,3.0,1,5.10a,['Trad'],120.0,1,,,California,Rock Creek,0,0,"['5.11a', '5.10d', '5.11b', '5.11c', '5.10a', '5.9']",,2.6474268222689856,2,7.0,6,1.3333333333333335,,1,
3568,Espresso Crack,3.9,55,5.11+,['Trad'],60.0,1,,,California,Little Egypt,10,15,"['5.10a', '5.10a', '5.6', '5.11', '5.9']",,3.8713366722238924,5,11.0,5,2.6,,1,
3572,Wax Cracks,1.0,2,5.9,['Trad'],550.0,5,,,Nevada,16-Black Velvet…,0,1,"['5.12a', '5.10', '5.11', '5.11', '5.13a', '5.10d', '5.11c', '5.12d', '5.10d', '5.11b', '5.12+', '5.12a', '5.9', '5.12b/c']",,1.4316178815126572,2,6.0,14,3.0,,1,
3577,Adapt and Overcome,2.0,1,5.8,['Trad'],100.0,1,PG13,,Nevada,09-Icebox Canyon,1,1,"['5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",,2.1474268222689856,2,5.0,21,1.1428571428571428,1.0,1,
3578,Undisputed Truth,1.5,2,5.10a,['Trad'],200.0,2,PG13,,California,Tenaya Lake Area,0,0,"['5.10b', '5.9']",,1.7649512148459905,2,7.0,2,0.0,1.0,1,
3580,Siktion,2.8,12,5.9,['Trad'],60.0,1,,,Nevada,Parking Lot Area,0,4,"['5.11a', '5.10a', '5.12b', '5.7', '5.11', '5.11b', '5.11a', '5.11+', '5.11a', '5.7', '5.12c', '5.13b', '5.11b', '5.8', '5.10', '5.12c', '5.13b', '5.10c']",,2.7611425880413827,2,6.0,18,2.4444444444444446,,1,
3584,Squeaky Wheel,3.0,2,5.11,['Trad'],80.0,1,,,California,Rush,2,0,"['5.7+', '5.9']",,2.7649512148459907,5,11.0,2,3.0,,1,
3587,Waterboys,3.3,31,5.10a,['Trad'],400.0,3,,II,Nevada,09-Icebox Canyon,5,3,"['5.10d', '5.11c', '5.11']",,3.2685891763918113,2,7.0,3,2.333333333333333,,2,
3592,Cactus Head,2.0,1,5.9,['Trad'],90.0,1,,,Nevada,03-First Pullou…,0,0,"['5.10c/d', '5.11a', '5.11c', '5.10a', '5.11d', '5.5', '5.12a', '5.8', '5.10b', '5.10d', '5.10c/d', '5.11']",,2.1474268222689856,2,6.0,12,1.4166666666666665,,1,
3597,Zinging in the Grain,0.5,2,5.8,['Trad'],40.0,1,,,California,Group Campsite 8,1,1,"['5.6', '5.6', '5.7', '5.7', '5.3', '5.8', '5.10a', '5.6', '5.4', '5.8']",,1.0982845481793237,2,5.0,10,0.5,,1,
3599,Health Insurance,1.0,3,5.10a,['Trad'],140.0,1,,,California,Lower Merced Ri…,0,2,"['5.10d', '5.9', '5.11a', '5.10a', '5.12a', '5.11-', '5.10a', '5.11b', '5.11c', '5.10a', '5.10c', '5.12b']",,1.3237134111344928,2,7.0,12,1.5833333333333335,,1,
3600,Techno-Pig,2.0,1,5.12a,['Trad'],60.0,1,,,California,Olmsted Area,3,0,"['5.11a', '5.11a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",,2.1474268222689856,6,15.0,29,2.413793103448276,,1,
3601,Lunatic Fringe,3.9,307,5.10c,['Trad'],140.0,1,,,California,p. Reed's Pinna…,16,18,"['5.11c', '5.9-', '5.10+', '5.11c', '5.9', '5.8', '5.11a', '5.10a', '5.7', '5.10d', '5.8', '5.8', '5.9', '5.12b', '5.10d', '5.10b', '5.4', '5.10c', '5.10d', '5.10d', '5.11c', '5.13-', '5.10a', '5.10a', '5.9', '5.10a', '5.12a', '5.10b', '5.7', '5.11c', '5.10', '5.11b', '5.10d', '5.9', '5.10b', '5.10b', '5.9']",,3.8947884858588893,3,9.0,37,0.0,,1,
3609,Woman of Mountain Dreams,3.4,21,5.11a/b,['Trad'],1700.0,17,,V,Nevada,13-Mt Wilson,12,19,"['5.9', '5.11b', '5.9+', '5.10', '5.10c', '5.10', '5.11', '5.10', '5.10', '5.11a']",,3.349766074751726,4,11.0,10,0.7999999999999998,,5,
3610,Land Shark,3.0,2,5.12a,['Trad'],105.0,1,,,California,w. Wawona Rd (h…,0,3,"['5.12b', '5.9+', '5.10a', '5.10a']",,2.7649512148459907,6,15.0,4,3.0,,1,
3612,Flying In The Mountains,3.4,41,5.11a,['Trad'],800.0,6,,III,California,Lower Merced Ri…,4,21,"['5.10+', '5.10b', '5.8-', '5.7', '5.9', '5.9+', '5.11-', '5.8', '5.9', '5.8', '5.9', '5.11b', '5.9', '5.8+', '5.11', '5.9', '5.9', '5.8', '5.9', '5.11a', '5.7', '5.11-', '5.11a', '5.8', '5.11a', '5.10+', '5.8', '5.10b', '5.9', '5.10-', '5.9', '5.7', '5.10b', '5.11+', '5.8', '5.10+', '5.8+', '5.6', '5.11-', '5.10b', '5.10c', '5.8', '5.9', '5.9', '5.10a']",,3.3736869915366183,4,11.0,45,1.488888888888889,,3,
3613,They Call the Wind !&%,2.0,9,5.8,['Trad'],120.0,1,,,Nevada,10-Pine Creek C…,4,4,"['5.10c/d', '5.8+', '5.10a', '5.7', '5.9', '5.7', '5.9', '5.9+', '5.9', '5.9', '5.9', '5.9', '5.7', '5.8+', '5.8', '5.6', '5.9+', '5.10b', '5.7+', '5.9+', '5.7+', '5.7', '5.7', '5.8']",,2.029485364453797,2,5.0,24,0.0,,1,
3616,Bed of Nails,1.3,4,5.9,['Trad'],140.0,1,PG13,,Nevada,Mescalito,0,2,"['5.6', '5.7', '5.10d', '5.8']",,1.4989707289075944,2,6.0,4,0.0,1.0,1,
3630,American Ninja,2.7,20,5.11a,['Trad'],100.0,1,,,Nevada,10-Pine Creek C…,4,4,"['5.10+', '5.9', '5.10b', '5.10c', '5.9', '5.9', '5.5']",,2.6807073164065702,4,11.0,7,1.8571428571428572,,1,
3631,Sourpuss,3.0,1,5.11a,['Trad'],250.0,2,,,Nevada,16-Black Velvet…,3,0,"['5.10', '5.11c', '5.10a', '5.9', '5.10+', '5.10', '5.10-', '5.10c', '5.9+', '5.9', '5.11d', '5.10b', '5.10a', '5.10c', '5.9', '5.10b', '5.10d', '5.10a', '5.11a', '5.10b', '5.10+', '5.11a', '5.10b']",,2.6474268222689856,4,11.0,23,1.2608695652173911,,1,
3635,Raptor Tower (Bill & Fer's Excellent Adventure),2.5,2,5.9+,['Trad'],300.0,3,,,Nevada,10-Pine Creek C…,6,1,"['5.10c/d', '5.8+', '5.10a', '5.7', '5.9', '5.7', '5.9', '5.9', '5.8', '5.9', '5.9', '5.9', '5.7', '5.8+', '5.8', '5.6', '5.9+', '5.10b', '5.7+', '5.9+', '5.7+', '5.7', '5.7', '5.8']",,2.431617881512657,2,6.0,24,0.0,,1,
3637,"Shaken, Not Stirred",1.0,2,5.9,['Trad'],300.0,3,,,Nevada,Whiskey Peak,0,1,"['5.7', '5.8', '5.8', '5.6', '5.5', '5.7']",,1.4316178815126572,2,6.0,6,0.33333333333333326,,1,
3640,Doug Robinson Battles the Hootgoat,2.0,1,5.10+,['Trad'],195.0,2,X,,California,Rock Creek,0,0,"['5.10+', '5.9', '5.11', '5.11-', '5.10+', '5.10', '5.9', '5.10+', '5.11-', '5.10+', '5.10+', '5.8', '5.8', '5.8']",,2.1474268222689856,3,7.0,14,0.07142857142857162,3.0,1,
3642,Closed on Monday,2.5,4,5.9+,['Trad'],50.0,1,,,Nevada,Whiskey Peak,2,1,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",,2.4589707289075946,2,6.0,28,1.1071428571428572,,1,
3648,Snatch Power,3.0,50,5.10c,['Trad'],50.0,1,,,California,Lower Merced Ri…,1,3,"['5.10d', '5.9', '5.10a', '5.11a', '5.10a', '5.12a', '5.11-', '5.10a', '5.11b', '5.11c', '5.10a', '5.12b']",,2.9861736008732933,3,9.0,12,0.5,,1,
3649,A Fistfull of Poodles,1.6,9,5.8,['Trad'],60.0,1,,,California,Corral Wall,2,1,"['5.8+', '5.10c', '5.7', '5.8', '5.9', '5.12a/b', '5.9+', '5.10b', '5.8', '5.10b', '5.7', '5.10a', '5.10a', '5.9', '5.8', '5.10d']",,1.6694853644537972,2,5.0,16,0.375,,1,
3652,Sticks and Stones,2.6,13,5.10b,['Trad'],200.0,3,,II,California,Medlicott Dome,1,3,['5.11a'],,2.5782038317527127,2,8.0,1,2.0,,2,
